screen_name,id,followers_count,friends_count,favorites_count,statuses_count,last_status,created_at,
DDub316,3191997887,646,2246,477,447,1452404008,1429642390,1,
OshinCarr,509377126,893,1602,11266,42673,1452541048,1330556239,1,
hsa19940,3232437325,723,1430,11,11,1452520722,1433149711,1,
NeyQii3,4752094101,8,15,2,3,1452553302,1452323770,1,
anaolicon,4731621914,80,206,4,7,1452496456,1452313905,1,
kalwow37,4702057402,36,92,13,66,1452549538,1451886243,1,
ninolue,400850658,18,114,180,179,1452554191,1319909324,1,
MBTomaneng,1062032334,0,283,4,0,NULL,1357356157,2,
laurenweir24,4732027542,4,20,0,0,NULL,1452322303,2,
_laura_douglas,4731944418,51,99,24,11,1452517103,1452320820,1,
laurenntyerr,4731502926,43,132,39,0,NULL,1452313407,2,
jacsmad,4727645294,15,49,4,1,1452319121,1452244440,1,
Dyamaika,151449877,309,636,2083,0,NULL,1275569274,2,
Meyer68Meyer,1616151674,445,2042,1045,1609,1452531460,1374615009,1,
kgcain8,3747467791,0,14,19,0,NULL,1443699370,2,
WorldOfMyOwn47,4750771457,64,347,36,3,1452447223,1452311650,1,
annablakeg,2996452393,63,51,586,0,NULL,1422239288,2,
miricromaticco,55022098,127,97,186,7931,1452316930,1247085748,1,
lindseybee96,3875443759,32,79,39,27,1452530681,1444699049,1,
MelissaOrtega87,354008060,41,15,30,177,1452407802,1313194871,1,
Rhys_Ansen07,4398851357,30,141,14,2,1450614410,1449444570,1,
JennyKurland,1266225559,709,388,509,0,NULL,1363237053,2,
maigaski,4636993392,308,1300,3,8,1452357051,1450871975,1,
theartronaut,2429208432,275,998,1259,544,1452518277,1396718187,1,
Mike_Herrera16,449623217,878,2994,48,493,1452537598,1325150548,1,
chelseamonstr,2946121165,3,33,14,3,1436503065,1419757209,1,
alyssajpowmusic,4750959257,51,156,19,6,1452531718,1452313297,1,
amybtch,3158623988,124,308,150,25,1452525321,1429160436,1,
totallyABIgdeal,4739475028,40,87,58,14,1452515151,1452212659,1,
6_dezzy,2755943920,72,253,90,117,1452495522,1409410996,1,
ohdouger,2320094838,551,990,454,1870,1452532369,1391135495,1,
AlisonSibley1,4731505357,1,8,0,0,NULL,1452311156,2,
rylangerber,1868876154,855,727,2997,2431,1452490270,1379273046,1,
debnovaknj,25189844,55,357,95,884,1452542718,1237420552,1,
sydneyfiindley,3250418893,201,585,495,468,1452533063,1434777141,1,
Zirt019,4215070335,5,27,3,2,1452502755,1447819434,1,
jredwards17,626422498,10,297,12,0,NULL,1341404681,2,
helenablasio,369201076,419,338,4635,22580,1452498592,1315351267,1,
TheKalderians,3367301112,35838,29898,14848,12619,1452410036,1440740732,1,
Da_BigAristotle,220792237,270,338,2427,3566,1452554461,1290978383,1,
shamilton0120,4746832437,23,278,36,0,NULL,1452278051,2,
nippip7,430880206,15,96,1,1,1398214551,1323279008,1,
phantomxv22,3789876927,79,489,10,58,1452457842,1443334546,1,
floodedveins,4749604127,117,743,187,149,1452556746,1452301421,1,
katnissforlife2,2940209114,33,35,76,39,1451357533,1419305163,1,
Noireth,17026292,103,276,5,0,NULL,1225220590,2,
standardgatsby,4749917057,31,59,22,23,1452539493,1452304143,1,
shycountry6,4750022181,26,143,0,0,NULL,1452305538,2,
l6DNWDc9pONfbBy,4731117013,35,67,5,5,1452310682,1452304388,1,
MillieFrith1,4749877834,8,27,1,0,NULL,1452303264,2,
jody_pla,2963513888,7,16,2,5,1434520026,1420650803,1,
dxniellexndrews,3305842636,96,236,32,70,1452417037,1433180312,1,
CiliaCabas,1095149383,42,84,2164,101,1452482929,1358341249,1,
tones51,2958180242,53,590,523,0,NULL,1420358802,2,
Bernadette69,35049328,106,654,885,1184,1452143529,1240609203,1,
furbabymama7,4116203963,11,104,72,11,1452211386,1446689404,1,
beckyfozz,46753318,104,515,95,564,1447798775,1244842145,1,
britthowell0331,4730733793,15,32,48,7,1452558225,1452297654,1,
MasterYoda21,4736532179,66,193,5,1,1452445091,1452187805,1,
typnicholas,70308084,29,380,11,0,NULL,1251693163,2,
katelyn_parks,182055756,129,114,351,1096,1452298506,1282588557,1,
alyssabarr17,2159588993,228,425,3248,439,1452535458,1383102934,1,
lewybates,189972322,75,98,3,80,1451651923,1284317538,1,
haley_sante,4730588371,46,139,52,0,NULL,1452295034,2,
idgallego01,2545029760,29,303,241,275,1452366105,1399981907,1,
kikisalien,512534246,26,191,36,86,1452368039,1330728807,1,
MemphisMayFlowr,3753800536,379,512,4974,2609,1452557449,1443047283,1,
vallimcadam,4592946077,30,58,11,6,1452548592,1450990508,1,
charliehurley18,3254566673,138,556,4135,2391,1452554500,1431631850,1,
vanzellerband1,4744255457,61,236,2,4,1452546279,1452255228,1,
BrandonWorsfold,4748797462,10,48,2,0,NULL,1452293831,2,
AlyBell23,4736120423,20,75,0,0,NULL,1452184217,2,
eddiefonsecajr,4718660296,65,144,8,7,1452525406,1452030662,1,
deadhipsterhobo,4747901193,80,201,65,35,1452551349,1452287185,1,
scottjenkins96,192579215,810,696,1580,3687,1451388434,1284909890,1,
_Blueheart07,4748600535,54,116,43,9,1452538449,1452293116,1,
kmbmdmn,237485763,35,129,8,46,1400283358,1294874962,1,
maz__moore,4063033282,12,83,7,0,NULL,1446063611,2,
A2thaRizzo,3301306398,33,189,4,1,1443988974,1438247984,1,
DaniellePransky,500740452,439,445,6114,8455,1452556942,1330000042,1,
KevWill75,394901623,83,392,0,0,NULL,1319141733,2,
oldbadblood,2502391775,342,252,9314,31038,1452555956,1398192529,1,
bari_goldman,721335283,578,754,1450,3963,1452553994,1343443107,1,
reneemeza,4748192074,96,222,25,14,1452551261,1452288685,1,
llthomas542,4730272460,40,124,0,1,1452299451,1452290156,1,
HayleyBrittain,401526586,57,129,14,172,1452362578,1319996578,1,
Isack_Ganoe,1223230706,259,197,8997,5897,1452497666,1361922959,1,
LaceySparks13,3916491314,19,44,5,15,1452373946,1445020137,1,
CavalloVinny,4645314509,1121,5023,4,7,1452317469,1451410863,1,
TjeduRox,464581402,578,896,6830,11174,1452546603,1326627688,1,
BeckChallis,898368902,200,477,259,1133,1452547019,1350938340,1,
Grammar74,2691775711,154,716,6,104,1452361169,1406693377,1,
moises499,250779416,126,954,97,355,1452410123,1297454230,1,
NairnMilne,501944651,165796,82950,3767,11244,1452552749,1330102457,1,
subliminalrat,2338215089,465,1667,1547,1684,1452550081,1392143378,1,
jencoleman__,4152128877,18,63,5,9,1452357430,1447107916,1,
helinyyy,4747765397,6,34,0,2,1452297617,1452285564,1,
timothyjohnford,3293643163,0,2,0,0,NULL,1437857587,2,
JoaoMendo,360585903,222,478,4159,3561,1452550704,1314104430,1,
littlemoonlissa,2163853214,82,299,50,56,1452554644,1383095731,1,
short20_jay,707094290,21,80,0,0,NULL,1342788888,2,
felix_sepulveda,1378806638,86,52,227,102,1450833035,1366871337,1,
markgregg9,1506067284,4,118,9,4,1450705645,1370978470,1,
pauljon19419940,855395461,170,714,8,54,1450494541,1349041101,1,
Smeleanorb,268912269,21,128,0,18,1452550117,1300559832,1,
shelbylynn731,921598531,142,181,2332,1565,1452334408,1351883257,1,
IrisFilippone,4747290202,12,54,206,77,1452552272,1452280987,1,
MatthewHarkins3,3253113228,217,907,38,109,1452301910,1435022417,1,
VanessaGreene29,4710126075,177,520,13,34,1452555806,1451957458,1,
jessimarcellino,4746458571,47,92,48,16,1452552487,1452274793,1,
Mrsnicoleluv,2924816318,6,55,4,0,NULL,1418168831,2,
alvarodiaz310,289942334,71,221,44,120,1450709222,1304084799,1,
ellashortfilm,4746503001,334,1380,15,84,1452550789,1452275177,1,
PoletQuentin,2770249199,91,216,128,34,1452548056,1410715927,1,
_xshaunax_,4656248548,27,76,7,11,1452542353,1451498117,1,
paddy7936,192196768,23,718,10,7,1445845474,1284815764,1,
HayesMeadhbh,554521567,304,383,712,0,NULL,1334512202,2,
RaiderBoysHoops,967041968,870,754,1157,1949,1452536300,1353714496,1,
Animesh098,2957165137,19,223,2,4,1447011184,1420281067,1,
sleepyyme,2897000187,11,35,135,53,1452548429,1417245055,1,
Jordan_Manser87,747731654,27,177,75,62,1447954826,1344537969,1,
MilesLacy,105683531,1563,1752,22334,0,NULL,1263701244,2,
NotAMusicianYet,4648909281,18,22,6,25,1452550758,1451440138,1,
rocky__london,2802723953,386,274,5868,21534,1452555806,1412367558,1,
Bhen_mz,157439910,156,255,1720,5835,1452277170,1276980055,1,
MunozBenjamin7,3145180741,41,69,149,230,1452363341,1428513718,1,
RPersival,4686559460,0,11,0,0,NULL,1451615259,2,
MeganSchaefer,27595708,161,645,46,367,1452203212,1238393845,1,
smackingsnakes,4729362037,54,100,1,3,1452534442,1452273035,1,
VinaySVDV,557085761,110,1059,455,102,1450538849,1334772087,1,
Sammiebucax,4705690700,126,473,24,8,1452273174,1451861645,1,
jade_kaddoura,4704265396,16,111,9,0,NULL,1451905699,2,
cilia_fra,405589651,42,68,2,6,1452347552,1320503762,1,
alexxgivens,778993645,778,1717,2367,8136,1452557319,1345843192,1,
missgelly83,2912934904,228,732,3758,5475,1452558952,1418141067,1,
amelia_t__,550306936,213,247,405,1113,1452493706,1334080170,1,
domiros2919,4252668477,42,260,0,1,1452367200,1448230482,1,
Staciwuzhere,20961147,951,1719,2922,12670,1452558112,1234756720,1,
everthingcool,3333124655,1058,2853,3410,1881,1452516971,1434651606,1,
artistprotecter,4638343035,23,71,112,43,1452364190,1451355298,1,
AleksNemy,4738015408,54,194,5,0,NULL,1452200008,2,
Tomstaniland1,1106300064,337,2158,244,0,NULL,1358690250,2,
redpanda25,3500412983,1,15,134,6,1451753533,1441013659,1,
tuomasitarjista,296063896,125,508,241,21,1452480656,1305000646,1,
RemColtMitts,4745736633,10,50,3,2,1452525058,1452268553,1,
aditya_sharma84,33928269,248,1388,31,5610,1444149856,1240325962,1,
brian_stone79,4729039284,20,64,0,0,NULL,1452269804,2,
shaylagrace23,2461118326,198,120,1924,103,1452473396,1396653977,1,
henrirouen,121190725,13954,15177,465455,1087370,1452551763,1268072726,1,
Don_Gerardo87,418656929,87,1193,24,1704,1452521282,1321965481,1,
fnl981,1601744330,56,139,479,0,NULL,1374091735,2,
_EmGreene,2604044130,30,124,693,89,1452555459,1404505347,1,
rubytfb,2491887980,63,78,23,11,1452390292,1399923965,1,
TurtleShark88,4727350994,169,654,0,0,NULL,1452239256,2,
Doug_Johnson92,77245533,53,149,32,74,1452554123,1253894533,1,
MarjoleineeV,4615101555,10,79,5,0,NULL,1451168835,2,
Geovann46224697,4709480728,32,115,746,5,1452063252,1451950828,1,
Bridget_Batch,119399000,464,530,206,823,1452267296,1267627193,1,
emily_standring,426118744,1132,1844,2494,11608,1452553938,1322774750,1,
PaolaCantu15,4649635369,26,105,135,4,1452267530,1451052436,1,
rabbyt13,862883197,170,558,2124,0,NULL,1349435442,2,
WendeParker,383174803,100,484,370,1856,1452362653,1317470543,1,
Landon_Watkins_,2181422189,278,200,4290,851,1452556559,1384479998,1,
aubryb27,1928814625,233,189,1478,1813,1452550241,1380761987,1,
JamieMoody21,436966481,662,614,3938,3370,1452473320,1323893285,1,
Dea9no,855335552,6,35,0,1,1452267665,1349038190,1,
barnaby_taylor,37970811,52,176,15,110,1450569841,1241544254,1,
ZauravN,4728821431,27,89,4,8,1452525925,1452263899,1,
krista_c_shaw,392335554,54,243,0,0,NULL,1318801406,2,
Breeeeennnda,4707044054,53,124,68,11,1452521688,1451883407,1,
shellycecchett,132597611,25,191,12,2,1415877056,1271180001,1,
AbishekGurung12,4713243492,5,20,1,1,1452309247,1451993172,1,
L07A7W22FrSwuTo,4492490478,318,371,1,184,1452436670,1449544841,1,
jsebarton,167759205,127,243,69,60,1452090316,1279370023,1,
atomiclottie,4627312703,56,189,5,252,1452557251,1451266387,1,
Megan_Mawaine,2385737022,134,492,139,205,1452516948,1394654089,1,
freshpetroc,4736455175,13,17,1,8,1452519337,1452187115,1,
caracolmusic,29725872,3026,1339,178,1478,1452541153,1239200815,1,
maikanarien,2881556429,30,127,161,39,1430087324,1416252675,1,
vari3ties,2373492382,210,1068,2,38,1452388922,1393692885,1,
JEnrique1996,3291302576,76,193,94,194,1452526047,1437779286,1,
sarah_t86,20128207,77,724,17,67,1452271239,1233823001,1,
nicholasheini14,4744613843,24,173,0,0,NULL,1452258324,2,
BigBurnsSupper,407079792,1495,1070,66,723,1452532561,1320682470,1,
CassiaRubio_,57181985,865,290,64,79,1452290689,1247702757,1,
hannah18d,438462859,322,776,865,801,1452554449,1324052849,1,
naruto9799,30015614,71,185,194,958,1452552962,1239294746,1,
grandmalisa777,4671120434,35,216,489,95,1452550757,1451364644,1,
JamesyGrundy,4265388016,88,263,0,0,NULL,1448377053,2,
HEA_Eventing,61770359,220,840,38,0,NULL,1249046939,2,
gyorgyella,4735129246,26,127,7,5,1452522214,1452175102,1,
Sava_atl,2994938304,140,113,13701,2313,1452543894,1422124319,1,
987theFREQ,3376880680,242,126,152,1166,1452556373,1436931349,1,
JolyAppraisal,1098275954,246,1306,0,320,1452540045,1358432039,1,
Mytchell0486,330169659,280,1889,3290,2216,1452537569,1309933525,1,
FabiolaBuarne,625615330,8,21,0,1,1371120759,1341326813,1,
Lana_Rossouw,248661337,96,42,11,333,1452253637,1297085109,1,
_gnarmxlade,1681635139,33,195,4562,0,NULL,1376859056,2,
QuoteLyricLife,1678587205,53,43,19,177,1452543795,1376754931,1,
AllMusic995,4741995929,89,190,8,20,1452512271,1452235371,1,
BrianMHenning,338012482,80,210,149,470,1425783821,1311029908,1,
willtaylor75,1029417246,60,663,219,0,NULL,1356217204,2,
philipm35cn,23724972,749,1838,17031,23289,1452553361,1236747392,1,
zombiekillerzgh,4632349944,1153,4756,140,121,1452557261,1450804838,1,
OliviaB_3,257394349,16,18,7,4,1345041925,1298627044,1,
martiflix92,232150765,154,574,281,140,1452539041,1293707311,1,
Crunchie_ara,2717631478,37,151,1310,221,1452538239,1405761879,1,
MelanieSteinro1,4743361636,3,26,0,0,NULL,1452246845,2,
BedSheet_Ninja,147334250,206,661,86,1103,1451769503,1274650450,1,
_tinnay24,4743184215,23,331,0,0,NULL,1452246296,2,
Lizzi3McAf33,4742921721,25,68,0,2,1452250282,1452243994,1,
JP_Roche,49821701,82,984,8,303,1444945146,1245716155,1,
NickBrady26,561476972,293,468,1916,0,NULL,1335216033,2,
tylerleung113,1930300087,71,439,17,2,1449911587,1380796988,1,
LeadBellyFest,2787547655,16081,874,332,1212,1452548180,1411839879,1,
amberlampton13,4742617769,177,419,10,0,NULL,1452240856,2,
ryansmarticles,2457372212,3465,3673,201,236,1452542501,1398127274,1,
micaelawearne,4723496234,144,550,17,20,1452498620,1452171305,1,
nurse_elite25,4727135448,190,834,2,4,1452488953,1452237013,1,
Marg__xx,3812960836,1266,1770,1809,901,1452533851,1443516726,1,
BigBadBostonDad,2617464680,44,384,183,1284,1452558538,1405088946,1,
rrachelhoback,4675643538,29,54,14,0,NULL,1451440714,2,
jsasmith,1423275750,71,169,23,111,1431767637,1368369651,1,
3zak5you,2924987600,64,195,3574,647,1452239116,1418176418,1,
pikachu93121,4120198878,83,331,70,12,1452326789,1446612079,1,
MaevaJansen,4590263543,58,70,32,19,1452507696,1450968995,1,
Eclecicity,4742117489,74,292,7,24,1452522159,1452236439,1,
Mochizgarciam,4699406112,6,23,15,1,1451949228,1451781296,1,
yatesamantha,22289117,366,417,475,16291,1452444435,1235850887,1,
JonMickel1997,4442077401,73,158,63,27,1452486289,1449787695,1,
szoberanes,196913069,82805,2353,8803,20588,1452508379,1285825748,1,
nn9882522,3183269048,28,133,428,317,1452548852,1430595061,1,
JessicaLynnPow3,4742037381,67,254,7,3,1452291893,1452236207,1,
Sophgrace24,4723907834,8,31,1,0,NULL,1452178261,2,
WongMD93,1912553564,5,73,474,0,NULL,1380323573,2,
PowerampPaul,4547729441,1664,4928,33,205,1452453124,1450627510,1,
afightbrokeout,4645225370,33,83,90,21,1452542588,1450989518,1,
WretchMinistry,4685626417,104,508,6,16,1452515776,1451601571,1,
Mispeer,176453094,77,643,5,24,1429347536,1281368625,1,
jaguila_,3009921853,15,43,107,29,1452538273,1423121112,1,
jjfane,535503553,99,159,18,206,1452508591,1332607452,1,
karalifi,3117647927,43,106,171,23,1450357864,1427357208,1,
Miranda_714_,3177297259,93,183,1161,416,1452486600,1430099079,1,
thepolarlion,4627431634,79,524,75,226,1452555304,1451266822,1,
kdiiidk,4740252869,16,41,0,0,NULL,1452220011,2,
kiaragijbels,3338948483,12,35,22,7,1452489888,1434891334,1,
belmarie0303,4273848380,85,206,12,11,1452559915,1447811878,1,
Bornhardtmusic,3092345908,12,50,6,14,1431911281,1426490651,1,
Liii1h,62339024,43145,356,570,27318,1452559184,1249243798,1,
_S4MMICH_,2318233016,183,459,1897,1155,1452302079,1391054126,1,
DavidDi97401950,3686907742,20,163,32,16,1452002852,1442502785,1,
_JavierLizardi,240309072,209,401,1672,2890,1452497354,1295455279,1,
jim_kow,2415414638,93,599,51,6051,1452551699,1395984224,1,
juliagalecki,2196167931,12,82,2,0,NULL,1385421056,2,
_laurwilson,2350912327,253,283,3649,255,1452284643,1392771905,1,
hellakaley,4559487741,462,112,24,90,1452537011,1450722224,1,
marisol73,21427092,212,891,78,422,1452505413,1235159608,1,
random_lala6,3585443593,764,952,6501,8699,1452557788,1442427945,1,
peyton_bowen26,4720715035,321,1401,8,7,1452447208,1452121962,1,
re_alhorrorshow,2971635394,182,395,164,523,1452227452,1420906766,1,
maewoods81,2898413374,60,310,184,128,1452532528,1417304352,1,
leee_martin,2641062232,513,453,1526,1090,1452376042,1403712113,1,
jleondude,432894852,154,804,399,14834,1452523892,1323469220,1,
BarnettAustinM,155417800,123,152,640,1007,1452274721,1276483651,1,
srl82,4726225758,46,312,0,0,NULL,1452221119,2,
makrose98,702275917,93,160,17876,0,NULL,1342582149,2,
TJAUBREY,282539338,360,169,1062,1585,1452256242,1302868856,1,
sfnovak,4726460953,13,60,1,0,NULL,1452222909,2,
setomplait,4726345142,14,31,9,3,1452470981,1452221797,1,
jdfortn,4716302475,35,321,0,0,NULL,1452011552,2,
ChadNeill,23014965,10,92,2,6,1450810888,1236305171,1,
BandsFangirl182,4040478616,140,442,506,302,1452455506,1445794232,1,
CR4NDALL,3063271548,82,80,369,163,1452549920,1425575429,1,
loverseyess,4740075795,1,28,5,0,NULL,1452218923,2,
KrusinskiK,192103748,33,83,7,0,NULL,1284788001,2,
noahrlewy,1530986785,554,426,4572,3967,1452520148,1371651087,1,
Capn_Midnight,31342408,2045,3021,8477,12580,1452536976,1239770732,1,
tjthirteen,2332128276,18,96,15,0,NULL,1391791792,2,
jdfowlerjr,31392540,23,74,0,33,1429313411,1239797540,1,
RuthieB22,40481107,38,130,58,27,1452219165,1242487352,1,
NZatkowski,4728043217,31,58,21,29,1452542733,1452113258,1,
wilbo251,45053239,54,1198,2,0,NULL,1244252204,2,
GingerMcleod,1443264840,53,150,12,354,1452456547,1369041427,1,
Jwdealffpm,284329894,24,147,25,3,1452215563,1303181314,1,
BmofoCrawford,2153563378,225,343,4706,4357,1452546445,1382750875,1,
becca_northam,4725940333,15,76,0,0,NULL,1452213667,2,
TraeW83,44190738,195,641,109,2867,1452540246,1243971959,1,
RissaPrice1,744339168,338,1382,34345,210,1451612654,1344396636,1,
Rwheeler_phsArt,1687148449,469,208,358,644,1452313158,1377048378,1,
beluabdala,180577294,164,204,137,3825,1452177541,1282262078,1,
takahashi_bond,4718406372,25,106,16,13,1452549879,1452083660,1,
Lawn_Darts_,569561486,215,2034,3649,694,1452554090,1336006605,1,
JoshuaSheppard2,430992105,18,181,13,10,1452184705,1323288163,1,
ph_farias,73458152,172,365,413,7412,1452558984,1252696219,1,
ashyahupton,1390847058,260,107,3347,2875,1452381821,1367284984,1,
sativamarie82,2481886400,45,150,47,50,1452549215,1399460634,1,
gracie_tomo,955422205,97,636,0,2,1363926750,1353242331,1,
DaphneCornet,558136623,638,1288,15351,10448,1452539208,1334869268,1,
dudspeters,1311804246,296,961,356,886,1452554585,1364507738,1,
CelebrtngHozier,14005292,487,488,5952,6823,1452550077,1204037306,1,
RadioNathanM,4737626007,125,404,3,16,1452454977,1452197649,1,
TheFinchfry,4517642373,13,52,4,4,1452306669,1450386563,1,
KA_Tripp,4725589664,2,24,1,0,NULL,1452208328,2,
CHeindorf,2583404944,1669,2412,52891,65820,1452560032,1401932146,1,
betterthangesus,4738882515,21,53,4,10,1452556991,1452208488,1,
tashied2014,2494630753,50,163,275,158,1452559105,1400093751,1,
JoshioOriginal,4725547904,42,173,5,14,1452421527,1452207567,1,
zfmusiczf,383116010,608,1775,5,121,1452209914,1317459876,1,
mrslaurenodile,3389299273,80,332,0,5,1452545877,1440911786,1,
yazminaragon44,4719957134,85,513,15,31,1452302603,1452108919,1,
f0lieadeux_,4725488048,202,952,37,25,1452471545,1452206544,1,
Hayyyyywe,2638910451,83,65,1156,155,1452547748,1403649486,1,
lars50674,532155237,14,235,18,1,1451852523,1332321378,1,
Gonzaloaloalo,324464125,33,67,90,489,1452098821,1309109162,1,
lolofiz,4736338973,362,1482,12,17,1452442357,1452186111,1,
amandalemon13,48451797,463,549,21812,21196,1452558008,1245351867,1,
BentoStocky,2225847713,217,175,202,1196,1452550577,1387052140,1,
BaileyHanson11,2888781233,370,197,1608,1231,1452515626,1416715884,1,
